# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
9,89,69,9,4,12,2,0,0,98,22,75,1
1,89,16,4,6,13,0,0,0,99,38,40,2
5,89,39,1,6,14,4,3,0,11,0,90,3
8,89,47,14,6,15,3,2,0,80,2,57,4
3,89,15,11,4,16,4,0,1,97,3,70,5
2,89,25,2,2,17,4,3,1,73,6,97,6
3,89,38,12,4,18,1,4,0,2,9,65,7
7,89,68,0,4,19,5,0,1,8,11,77,8
4,89,2,0,4,20,5,3,1,9,14,68,9
3,89,4,8,3,21,5,2,0,23,15,41,10
9,89,14,14,3,22,1,1,1,84,16,73,11
2,89,22,0,0,23,0,0,1,0,17,48,12
9,89,59,8,0,24,3,0,0,15,21,69,13
8,89,0,3,6,25,3,2,0,4,25,71,14
5,89,48,5,5,26,3,0,0,5,28,46,15
6,89,33,8,1,27,1,1,0,6,29,56,16
5,89,40,8,5,28,0,1,1,7,31,59,17
9,89,11,2,3,29,4,4,1,82,35,21,18
4,89,26,6,0,30,3,1,1,83,37,89,19
6,89,1,3,5,31,1,1,0,62,39,14,20
2,89,34,14,0,32,1,1,0,64,43,52,21
4,89,35,14,0,33,5,3,1,46,4,81,22
2,89,64,15,2,34,4,2,1,87,12,23,23
5,89,23,12,5,35,1,2,0,93,13,44,24
4,89,74,6,1,36,4,2,0,94,24,63,25
7,89,10,6,1,37,0,3,0,60,26,9,26
1,89,41,3,3,38,0,2,1,19,30,91,27
9,89,66,6,6,39,4,0,1,25,40,43,28
8,89,8,2,0,40,4,0,1,17,23,55,29
3,89,53,6,5,41,5,1,0,14,34,67,30
8,89,61,2,6,42,0,1,0,21,41,24,31
9,89,62,3,1,43,3,1,1,20,27,64,32
1,89,7,0,0,44,1,1,1,27,36,74,33
9,89,9,3,6,45,1,4,0,28,26,88,34
6,89,20,5,5,46,5,4,1,1,15,30,35
9,89,30,11,0,47,5,2,0,12,19,42,36
7,89,44,5,6,48,5,4,1,13,1,45,37
9,89,70,9,3,49,3,3,0,22,10,32,38
8,89,72,2,3,50,3,1,1,95,29,85,39
2,89,19,9,2,51,0,4,1,16,16,51,40
6,89,21,2,5,52,3,4,1,31,19,94,41
3,89,37,5,1,53,0,3,1,88,34,20,42
4,89,42,10,2,54,0,0,0,35,28,26,43
3,89,50,12,2,55,4,1,0,36,30,6,44
3,89,27,1,4,56,0,2,1,39,11,76,45
7,89,51,11,0,57,3,4,0,40,40,84,46
1,89,46,13,3,58,1,2,0,44,3,62,47
2,89,6,12,2,59,2,4,1,51,41,19,48
1,89,18,3,2,60,4,1,0,53,16,28,49
5,89,69,15,4,61,3,3,1,58,28,33,50
4,89,73,10,6,62,4,2,1,59,29,37,51
4,89,12,12,2,63,0,3,0,63,11,29,52
9,89,32,1,4,64,2,2,1,81,41,32,53
6,89,41,2,1,65,5,1,1,2,32,35,54
7,89,63,0,6,66,5,4,1,29,13,27,55
5,89,71,10,6,67,1,1,1,33,6,80,56
6,89,53,10,5,68,5,2,0,49,27,7,57
8,89,22,13,4,69,4,4,0,42,25,22,58
4,89,57,5,5,70,4,2,0,41,37,25,59
4,89,5,4,1,71,5,2,1,47,33,96,60
2,89,60,10,5,72,3,0,1,69,17,50,61
2,89,1,12,0,73,0,1,0,70,33,60,62
1,89,36,8,1,74,2,3,0,34,12,15,63
2,89,29,0,1,75,1,4,1,10,39,66,64
5,89,25,8,6,76,1,4,0,30,3,90,65
6,89,28,7,4,77,4,4,1,56,33,99,66
1,89,66,1,6,78,0,4,1,48,39,5,67
3,89,67,13,4,79,1,1,1,26,22,53,68
1,89,17,13,6,80,0,3,0,43,8,1,69
6,89,15,14,5,81,2,3,1,54,8,38,70
1,89,31,15,3,82,1,3,0,67,16,38,71
8,89,43,10,3,83,2,4,0,68,17,46,72
6,89,55,6,4,84,2,4,1,71,28,59,73
4,89,6,12,0,85,1,0,0,32,13,11,74
1,89,54,1,3,86,2,3,1,57,34,13,75
6,89,25,12,4,87,3,4,1,61,11,58,76
1,89,33,14,5,88,4,3,0,37,13,36,77
1,89,16,4,6,89,0,4,1,74,2,39,78
6,89,27,10,0,90,1,3,1,66,22,8,79
9,89,34,3,5,91,5,0,0,72,36,10,80
5,89,65,6,6,92,3,2,0,38,19,72,81
8,89,8,12,5,93,5,2,0,65,26,4,82
1,89,24,10,2,94,1,4,1,76,20,47,83
2,89,52,4,6,95,5,1,1,85,41,44,84
1,89,61,0,3,96,0,0,0,91,38,45,85
6,89,23,10,2,97,3,0,1,92,34,31,86
1,89,26,11,0,98,4,3,1,96,42,83,87
4,89,45,9,2,99,2,1,0,24,20,87,88
9,89,56,8,1,100,5,0,0,75,20,93,89
7,90,57,15,1,0,1,4,1,49,42,18,91
1,90,45,0,2,1,5,2,0,87,18,69,92
3,90,10,11,3,2,0,0,1,99,20,14,93
5,90,35,12,5,3,3,1,0,3,32,44,94
6,90,38,2,6,4,4,3,0,88,33,75,95
8,90,24,5,4,5,2,2,1,46,36,95,96
9,90,42,7,0,6,2,2,0,48,1,2,97
2,90,53,10,2,7,0,1,1,71,5,8,98
4,90,62,13,2,8,4,1,0,8,7,67,99
8,90,19,3,3,9,0,4,1,77,8,74,100
4,90,37,6,0,10,5,2,1,41,10,96,0
1,90,39,8,3,11,5,4,1,15,19,3,1
6,90,50,9,6,12,3,1,1,78,22,54,2
9,90,55,4,4,13,0,1,0,92,38,89,3
1,90,13,1,2,14,5,2,1,45,0,56,4
9,90,21,14,0,15,0,3,0,54,2,84,5
7,90,15,13,5,16,0,1,1,95,3,49,6
5,90,28,7,3,17,1,3,1,96,6,64,7
1,90,64,7,4,18,5,4,0,11,9,51,8
5,90,3,8,3,19,2,3,1,23,11,70,9
6,90,68,6,1,20,3,0,1,24,14,6,10
4,90,14,8,5,21,4,2,0,98,15,79,11
6,90,23,9,1,22,2,3,0,34,16,88,12
9,90,36,4,2,23,2,3,0,18,17,73,13
2,90,60,10,6,24,4,1,1,36,21,68,14
7,90,2,14,0,25,3,3,0,37,25,72,15
7,90,16,12,2,26,5,2,1,79,28,65,16
4,90,29,4,5,27,5,2,1,55,29,5,17
8,90,25,13,0,28,4,4,0,56,31,7,18
6,90,4,1,3,29,3,3,1,57,35,12,19
9,90,18,1,2,30,1,3,1,9,37,55,20
4,90,20,6,1,31,3,3,1,12,39,87,21
6,90,58,11,6,32,5,2,1,19,43,94,22
6,90,44,1,6,33,4,3,1,22,4,98,23
5,90,33,5,1,34,5,0,1,7,12,24,24
6,90,40,2,1,35,5,3,1,10,13,52,25
5,90,59,9,1,36,0,3,1,17,24,99,26
2,90,26,7,4,37,0,3,1,39,26,27,27
8,90,48,8,0,38,5,4,0,80,30,29,28
8,90,65,1,3,39,4,3,1,86,40,61,29
3,90,66,9,3,40,5,2,0,75,23,82,30
5,90,74,0,3,41,3,0,0,83,34,21,31
2,90,0,14,5,42,0,4,0,13,41,16,32
4,90,49,14,6,43,5,0,1,14,27,31,33
4,90,12,10,3,44,4,3,1,21,18,33,34
4,90,11,0,3,45,5,0,1,25,19,66,35
8,90,51,8,0,46,0,4,0,27,3,17,36
8,90,9,5,0,47,4,4,1,31,22,32,37
3,90,63,11,0,48,4,2,0,32,22,53,38
2,90,70,3,5,49,0,1,0,91,35,34,39
7,90,32,8,4,50,4,2,0,93,31,25,40
1,90,34,15,3,51,4,1,0,97,30,23,41
2,90,46,1,2,52,2,2,1,90,33,35,42
3,90,47,9,3,53,2,1,1,0,3,32,43
2,90,72,4,0,54,5,1,0,1,4,1,44
2,90,1,0,6,55,2,2,1,4,5,40,45
2,90,11,5,0,56,5,1,0,29,40,10,46
2,90,71,7,5,57,3,4,1,35,12,11,47
5,90,73,3,0,58,1,0,1,53,30,16,48
1,90,30,7,5,59,2,4,0,58,11,30,49
9,90,22,5,4,60,1,4,0,44,15,16,50
2,90,6,6,5,61,2,3,0,47,21,22,51
9,90,67,2,6,62,3,1,1,50,43,78,52
5,90,41,0,0,63,2,0,0,51,24,80,53
5,90,13,8,1,64,5,0,0,59,17,48,54
9,90,69,8,6,65,2,1,0,69,32,37,55
9,90,5,12,5,66,5,1,1,70,16,45,56
9,90,43,6,5,67,2,0,0,81,9,41,57
6,90,7,6,1,68,1,3,0,89,25,43,58
3,90,8,2,1,69,1,2,0,5,3,56,59
8,90,23,3,1,70,2,1,0,6,15,26,60
3,90,27,13,5,71,2,3,1,42,38,63,61
6,90,31,14,4,72,5,3,1,61,41,39,62
5,90,49,9,1,73,3,2,1,20,35,60,63
8,90,48,8,3,74,5,0,1,52,26,81,64
9,90,65,8,0,75,5,4,0,60,5,38,65
4,90,39,15,1,76,1,3,1,82,18,42,66
7,90,40,4,2,77,3,0,1,26,19,59,67
1,90,52,7,0,78,3,3,1,33,21,76,68
2,90,68,5,1,79,2,0,0,62,29,93,69
2,90,72,3,5,80,5,2,0,63,19,4,70
8,90,35,14,2,81,1,0,0,68,23,36,71
5,90,50,8,1,82,1,2,0,28,34,91,72
8,90,61,0,1,83,4,0,0,66,26,9,73
6,90,17,14,2,84,1,0,0,67,31,19,74
1,90,21,6,0,85,0,0,0,73,39,20,75
1,90,33,7,5,86,1,1,0,74,9,28,76
1,90,37,12,6,87,3,2,1,76,20,57,77
1,90,14,1,1,88,1,3,0,64,2,62,78
8,90,51,0,1,89,1,2,1,65,20,92,79
5,90,54,2,6,90,5,0,0,85,34,97,80
5,90,56,2,5,91,0,0,0,16,39,83,81
2,90,4,8,4,92,3,0,0,30,30,85,82
9,90,18,2,0,93,5,2,1,72,14,13,83
9,90,70,0,4,94,1,1,1,84,27,23,84
2,90,4,2,4,95,3,2,0,40,43,58,85
7,90,5,14,6,96,3,4,0,94,15,90,86
2,90,9,5,5,97,0,4,1,2,17,71,87
8,90,3,3,4,98,2,3,0,43,12,92,88
9,90,36,8,6,99,0,1,1,47,30,3,89
2,90,20,14,2,100,3,0,0,98,4,46,90
7,91,44,15,1,0,1,4,1,65,42,84,92
1,91,2,0,2,1,5,2,0,48,18,91,93
3,91,29,11,3,2,0,0,0,86,20,43,94
5,91,10,12,5,3,3,1,0,15,32,89,95
6,91,47,2,6,4,4,3,1,16,33,93,96
8,91,13,5,4,5,2,0,0,46,36,87,97
9,91,1,7,0,6,4,0,1,53,1,86,98
2,91,4,10,2,7,3,2,0,11,5,98,99
4,91,64,13,5,8,3,4,1,20,7,82,100
3,91,66,3,5,9,0,4,0,56,8,83,0
9,91,19,6,4,10,2,3,1,89,10,46,1
9,91,62,8,4,11,3,3,0,90,19,70,2
3,91,20,9,1,12,1,2,1,93,22,3,3
9,91,33,4,0,13,4,4,1,8,38,4,4
2,91,14,1,1,14,5,4,1,9,0,66,5
1,91,8,14,6,15,1,2,0,77,2,78,6
6,91,35,1,3,16,1,3,0,78,3,68,7
8,91,36,8,5,17,1,2,0,99,6,73,8
3,91,3,2,4,18,2,0,1,97,9,79,9
6,91,28,8,4,19,5,2,1,98,11,39,10
2,91,38,6,0,20,0,3,0,4,14,63,11
2,91,55,5,1,21,5,0,0,5,15,77,12
7,91,25,11,1,22,1,3,1,17,16,81,13
7,91,34,11,0,23,3,4,1,23,17,7,14
3,91,56,13,3,24,4,0,1,3,21,51,15
2,91,7,3,4,25,4,1,0,12,25,55,16
4,91,68,0,6,26,2,4,1,13,28,12,17
6,91,22,13,2,27,0,1,1,18,29,5,18
1,91,63,12,5,28,1,3,1,40,31,2,19
8,91,72,0,2,29,4,2,0,41,35,8,20
7,91,50,5,5,30,1,1,1,79,37,47,21
1,91,15,3,5,31,4,0,0,85,39,50,22
4,91,52,0,5,32,0,3,0,87,43,20,23
6,91,26,13,6,33,5,3,1,6,4,52,24
3,91,45,14,3,34,3,4,0,68,12,61,25
5,91,46,0,3,35,2,4,0,84,13,65,26
9,91,16,11,0,36,2,2,0,63,24,1,27
7,91,31,12,4,37,4,3,0,64,26,34,28
8,91,32,9,3,38,4,0,0,72,30,11,29
1,91,60,14,6,39,1,0,1,88,40,14,30
1,91,69,7,2,40,5,2,0,7,23,48,31
7,91,0,3,0,41,0,4,0,24,34,24,32
1,91,65,6,6,42,1,3,1,29,41,28,33
3,91,6,4,5,43,1,2,0,36,27,62,34
5,91,59,13,2,44,3,4,1,37,6,76,35
9,91,24,10,5,45,4,3,1,38,18,90,36
4,91,39,10,3,46,5,3,1,39,21,6,37
2,91,67,9,6,47,1,1,0,42,28,29,38
5,91,49,12,3,48,0,3,1,31,38,33,39
1,91,61,0,4,49,5,4,1,32,20,96,40
5,91,11,15,6,50,4,4,1,43,23,22,41
6,91,30,10,6,51,5,2,1,50,18,13,42
1,91,54,2,3,52,0,1,1,14,19,41,43
8,91,57,15,0,53,4,3,1,22,2,64,44
7,91,58,3,0,54,5,4,0,25,21,75,45
6,91,21,0,5,55,1,1,1,26,12,85,46
3,91,27,12,1,56,4,0,1,49,9,44,47
3,91,42,12,1,57,3,4,1,51,2,25,48
1,91,74,14,0,58,2,1,1,70,14,54,49
6,91,40,13,4,59,2,1,1,73,21,23,50
3,91,5,11,0,60,2,1,1,74,15,30,51
2,91,73,15,0,61,2,2,1,96,2,49,52
4,91,0,10,2,62,0,0,0,33,12,21,53
4,91,23,0,4,63,5,2,1,44,1,16,54
7,91,29,13,1,64,1,4,0,46,30,26,55
1,91,68,15,0,65,2,4,0,52,12,40,56
5,91,69,14,3,66,1,2,1,59,19,35,57
6,91,71,6,5,67,3,0,0,45,9,99,58
2,91,9,3,4,68,1,4,0,47,19,18,59
8,91,43,4,3,69,5,2,1,57,14,37,60
6,91,48,2,3,70,0,4,0,60,11,53,61
5,91,53,14,4,71,2,4,0,61,20,49,62
7,91,12,5,3,72,3,0,1,66,4,50,63
7,91,53,3,4,73,5,3,0,67,8,42,64
8,91,18,3,1,74,0,4,0,82,8,31,65
5,91,58,15,0,75,1,0,1,91,9,32,66
6,91,60,13,1,76,3,1,1,95,14,69,67
4,91,17,2,6,77,3,0,1,19,34,71,68
4,91,32,11,4,78,4,2,1,27,35,95,69
2,91,70,2,5,79,3,0,0,34,10,17,70
4,91,19,0,3,80,5,4,0,58,25,27,71
6,91,41,1,5,81,1,0,1,76,37,32,72
8,91,44,11,0,82,0,2,1,81,14,45,73
6,91,51,15,5,83,5,0,1,83,40,57,74
2,91,66,13,1,84,4,1,1,0,42,80,75
1,91,37,10,3,85,1,0,1,1,17,19,76
9,91,47,12,2,86,5,3,0,62,21,10,77
9,91,55,9,1,87,2,3,0,55,36,14,78
1,91,2,2,2,88,2,4,1,71,17,56,79
6,91,7,4,3,89,3,0,0,35,8,58,80
1,91,40,13,2,90,5,0,1,75,26,10,81
4,91,42,14,0,91,3,2,1,28,19,67,82
5,91,74,9,3,92,2,0,1,80,2,15,83
5,91,49,3,1,93,2,3,1,30,5,78,84
2,91,28,15,2,94,5,2,1,21,13,88,85
7,91,42,11,2,95,4,3,1,54,20,9,86
7,91,69,9,6,96,5,0,1,2,26,60,87
8,91,73,11,0,97,3,1,1,94,9,72,88
3,91,34,14,3,98,4,1,0,10,30,74,89
1,91,63,11,4,99,5,4,0,54,22,94,90
6,91,59,15,2,100,4,3,0,79,41,97,91
7,92,10,15,1,0,1,4,1,23,42,54,93
1,92,39,0,2,1,5,2,0,78,18,8,94
3,92,52,11,3,2,0,0,1,79,20,58,95
5,92,65,12,5,3,3,1,1,80,32,4,96
6,92,64,2,6,4,4,3,1,87,33,6,97
8,92,12,5,4,5,2,1,1,86,36,30,98
9,92,50,7,0,6,0,0,0,92,1,35,99
2,92,56,10,3,7,1,3,0,0,5,63,100
4,92,62,13,1,8,1,4,0,43,7,2,0
9,92,1,3,3,9,2,4,0,44,8,70,1
7,92,5,6,2,10,5,0,0,99,10,60,2
7,92,11,8,3,11,0,1,1,8,19,61,3
8,92,45,9,5,12,0,1,0,74,22,89,4
5,92,54,4,5,13,3,1,1,15,38,75,5
6,92,72,1,1,14,1,0,1,16,0,81,6
8,92,29,14,5,15,3,3,0,73,2,51,7
5,92,19,8,4,16,5,0,1,11,3,69,8
5,92,31,9,2,17,1,0,0,3,6,82,9
5,92,14,7,4,18,1,2,0,77,9,59,10
9,92,27,4,4,19,3,2,1,81,11,62,11
8,92,33,0,1,20,3,3,1,82,14,50,12
8,92,43,2,1,21,5,4,1,85,15,57,13
8,92,55,10,0,22,1,3,0,95,16,74,14
4,92,57,6,0,23,2,0,1,96,17,98,15
7,92,35,7,4,24,2,2,0,97,21,33,16
9,92,48,0,4,25,2,0,1,98,25,44,17
2,92,22,5,2,26,2,0,1,2,28,77,18
2,92,26,8,0,27,1,0,0,8,29,90,19
4,92,13,14,6,28,5,0,0,12,31,76,20
4,92,15,8,5,29,5,4,1,18,35,91,21
3,92,63,10,3,30,4,3,1,5,37,65,22
5,92,67,14,5,31,0,0,1,6,39,73,23
9,92,2,14,3,32,0,1,1,9,43,86,24
3,92,3,3,1,33,2,0,1,14,4,84,25
8,92,28,6,6,34,4,0,0,25,12,97,26
2,92,47,7,5,35,5,2,0,30,13,79,27
2,92,59,8,1,36,0,4,1,35,24,95,28
5,92,21,5,3,37,5,4,1,65,26,12,29
1,92,30,4,3,38,2,4,0,93,30,34,30
2,92,24,13,2,39,3,1,1,4,40,32,31
9,92,34,4,6,40,3,4,0,7,23,38,32
1,92,0,6,5,41,1,1,0,10,34,41,33
4,92,16,2,0,42,0,1,1,15,41,56,34
9,92,38,7,3,43,4,0,1,24,27,83,35
9,92,46,3,1,44,2,2,1,28,38,24,36
8,92,61,5,1,45,2,3,0,31,43,72,37
3,92,6,7,5,46,4,4,1,32,5,85,38
7,92,68,3,1,47,4,1,1,55,13,28,39
5,92,66,6,3,48,2,4,1,58,38,39,40
4,92,44,6,5,49,1,3,1,59,6,40,41
3,92,4,0,5,50,5,1,0,64,4,7,42
7,92,7,8,6,51,5,3,0,91,22,27,43
3,92,25,6,4,52,0,4,1,27,42,52,44
8,92,36,7,6,53,2,3,1,39,23,17,45
7,92,32,11,3,54,3,4,1,40,19,22,46
7,92,69,4,2,55,2,0,0,46,28,21,47
7,92,41,9,6,56,2,4,0,84,24,46,48
8,92,42,4,2,57,5,2,0,89,26,48,49
4,92,60,13,6,58,3,4,1,29,13,53,50
8,92,74,1,4,59,3,0,0,36,26,64,51
1,92,8,6,1,60,4,2,0,41,27,9,52
6,92,17,0,2,61,5,0,0,49,20,14,53
9,92,73,14,3,62,1,1,1,57,17,29,54
9,92,9,12,6,63,5,2,1,62,14,45,55
5,92,20,5,2,64,3,3,0,94,40,18,56
9,92,23,13,1,65,3,0,1,37,42,26,57
1,92,37,6,6,66,2,1,1,48,22,71,58
3,92,49,14,1,67,5,4,1,50,8,92,59
1,92,51,13,4,68,5,4,1,51,26,20,60
9,92,58,10,4,69,1,4,0,56,6,25,61
6,92,66,4,2,70,4,1,0,78,24,42,62
9,92,71,1,0,71,0,0,0,52,11,11,63
5,92,40,5,5,72,4,2,0,88,28,19,64
8,92,62,10,0,73,0,3,0,1,32,41,65
1,92,68,6,2,74,3,4,0,21,8,5,66
1,92,10,15,3,75,1,1,0,22,12,88,67
8,92,18,2,6,76,2,2,1,42,6,93,68
7,92,53,2,3,77,2,3,0,60,15,15,69
5,92,70,0,3,78,3,2,0,68,16,42,70
2,92,1,9,3,79,4,2,0,69,19,47,71
2,92,74,12,2,80,0,3,1,75,31,49,72
7,92,16,13,6,81,5,3,1,13,39,68,73
2,92,23,2,5,82,0,2,1,20,17,66,74
3,92,30,11,4,83,1,2,1,33,25,1,75
6,92,23,2,2,84,5,1,1,63,18,13,76
5,92,57,8,6,85,0,2,0,70,39,17,77
5,92,61,1,6,86,1,0,1,71,28,37,78
4,92,55,14,6,87,5,3,0,19,1,55,79
2,92,40,3,1,88,4,0,1,54,21,3,80
2,92,2,8,1,89,4,2,1,61,41,23,81
4,92,24,2,0,90,3,2,1,67,20,16,82
9,92,61,7,5,91,2,1,1,90,39,36,83
2,92,51,6,0,92,5,0,1,17,40,43,84
6,92,38,7,1,93,5,2,1,66,37,80,85
5,92,14,2,5,94,4,0,0,34,37,87,86
6,92,15,1,3,95,3,3,0,45,38,31,87
1,92,45,2,0,96,3,1,0,53,5,94,88
2,92,26,14,2,97,5,0,0,72,19,97,89
8,92,46,9,1,98,4,0,1,38,30,67,90
6,92,24,1,3,99,3,0,1,83,1,96,91
1,92,47,2,3,100,4,3,1,26,30,68,92
7,93,36,15,1,0,1,4,1,28,42,86,94
1,93,67,0,2,1,5,2,0,76,18,40,95
3,93,1,11,3,2,0,0,1,83,20,59,96
5,93,3,12,5,3,3,1,0,82,32,56,97
6,93,27,2,6,4,4,3,1,84,33,95,98
8,93,35,5,4,5,2,4,0,86,36,67,99
9,93,25,7,0,6,2,0,1,99,1,87,100
2,93,61,10,3,7,3,0,1,2,5,2,0
4,93,71,13,6,8,4,3,0,92,7,33,1
4,93,6,3,6,9,4,4,0,93,8,78,2
3,93,13,6,0,10,3,0,1,52,10,97,3
8,93,28,8,2,11,2,4,1,95,19,74,4
7,93,39,9,6,12,4,4,1,29,22,98,5
9,93,58,4,2,13,1,0,1,30,38,82,6
9,93,73,1,4,14,1,4,0,31,0,90,7
5,93,4,14,4,15,4,0,1,94,2,58,8
6,93,54,12,0,16,4,4,0,18,3,75,9
3,93,7,2,6,17,1,1,0,21,6,70,10
4,93,40,3,3,18,2,4,1,22,9,84,11
4,93,64,1,6,19,3,2,0,50,11,1,12
5,93,60,5,4,20,3,0,0,51,14,5,13
3,93,12,14,5,21,1,1,1,77,15,60,14
7,93,37,6,0,22,1,2,1,78,16,22,15
6,93,11,14,0,23,3,0,0,54,17,54,16
3,93,48,15,6,24,5,3,0,11,21,64,17
4,93,20,10,5,25,2,2,1,3,25,38,18
7,93,44,13,3,26,5,0,1,23,28,52,19
4,93,10,8,4,27,0,4,0,26,29,73,20
5,93,29,12,3,28,3,2,0,32,31,99,21
8,93,62,9,2,29,4,0,0,53,35,13,22
3,93,56,6,3,30,2,0,0,60,37,34,23
1,93,22,6,5,31,4,0,0,61,39,43,24
7,93,18,1,6,32,0,2,0,79,43,48,25
9,93,19,1,3,33,4,2,0,8,4,79,26
5,93,21,7,2,34,5,2,1,15,12,12,27
8,93,72,10,2,35,0,3,1,19,13,39,28
9,93,8,2,2,36,4,2,1,20,24,83,29
5,93,65,13,3,37,4,2,0,24,26,80,30
7,93,26,6,4,38,2,1,0,25,30,92,31
6,93,50,1,6,39,3,2,0,39,40,93,32
4,93,32,12,1,40,5,0,1,42,23,20,33
7,93,33,1,3,41,4,0,0,43,34,65,34
1,93,34,10,3,42,4,1,0,44,41,69,35
6,93,9,11,4,43,2,4,1,68,27,19,36
3,93,15,1,1,44,0,4,1,75,25,23,37
8,93,31,14,4,45,1,2,1,0,32,35,38
2,93,0,11,2,46,3,0,0,1,20,36,39
2,93,53,13,4,47,3,1,0,98,11,28,40
7,93,70,15,4,48,2,2,1,27,4,61,41
4,93,45,10,0,49,1,0,0,96,34,6,42
5,93,16,3,0,50,0,1,0,97,6,51,43
4,93,63,9,2,51,3,3,1,4,19,11,44
4,93,38,1,4,52,4,3,0,7,15,44,45
4,93,42,6,5,53,2,1,0,10,33,46,46
6,93,43,2,4,54,4,4,1,13,24,32,47
4,93,55,8,0,55,2,1,1,14,16,89,48
8,93,57,8,4,56,1,3,0,16,25,24,49
6,93,24,9,5,57,1,0,1,34,5,37,50
7,93,52,3,6,58,2,2,1,35,38,71,51
9,93,59,4,3,59,3,0,0,40,18,72,52
4,93,27,14,6,60,1,0,1,46,4,94,53
1,93,51,7,6,61,2,4,0,57,29,30,54
2,93,41,10,2,62,3,1,1,62,11,41,55
6,93,46,11,3,63,0,4,0,65,10,21,56
3,93,30,4,4,64,3,2,1,87,30,27,57
2,93,5,11,5,65,4,2,1,47,0,50,58
1,93,23,6,2,66,0,1,0,49,34,45,59
6,93,39,1,3,67,3,1,0,12,7,29,60
3,93,49,1,0,68,4,4,0,17,41,31,61
9,93,68,9,2,69,4,3,1,58,13,15,62
3,93,17,7,2,70,0,1,1,64,28,18,63
4,93,74,11,0,71,5,3,0,85,43,49,64
9,93,2,13,0,72,3,1,1,48,8,57,65
9,93,14,14,2,73,5,4,0,63,5,8,66
7,93,47,15,3,74,2,1,1,69,29,96,67
3,93,63,8,0,75,3,4,0,72,25,3,68
2,93,66,3,1,76,1,1,0,55,28,4,69
5,93,69,10,3,77,1,1,1,56,20,14,70
9,93,15,10,2,78,1,4,0,59,24,26,71
7,93,48,4,1,79,3,4,0,67,13,63,72
4,93,50,10,2,80,4,1,1,88,29,42,73
5,93,45,11,4,81,2,0,0,89,16,66,74
6,93,62,15,3,82,0,1,1,91,30,81,75
4,93,65,8,6,83,3,1,1,33,17,55,76
3,93,7,12,5,84,1,3,0,36,39,76,77
9,93,17,14,4,85,2,3,0,37,8,91,78
7,93,2,9,6,86,0,0,0,73,24,10,79
6,93,24,3,5,87,2,4,1,74,40,77,80
5,93,16,9,5,88,5,4,0,45,34,6,81
4,93,34,6,1,89,5,3,1,70,19,62,82
7,93,0,9,4,90,5,1,0,80,38,68,83
2,93,6,14,0,91,0,3,1,5,10,85,84
2,93,12,15,2,92,5,1,0,81,14,53,85
9,93,46,4,2,93,5,0,1,6,40,88,86
5,93,42,4,4,94,4,0,1,71,31,7,87
4,93,72,7,3,95,5,1,0,76,38,12,88
4,93,0,4,0,96,0,2,0,38,7,70,89
7,93,10,5,1,97,3,1,1,55,23,98,90
6,93,10,12,2,98,0,0,0,64,42,99,91
2,93,13,2,6,99,3,1,1,66,39,9,92
4,93,44,11,0,100,3,2,1,41,42,81,93
7,94,62,15,1,0,1,4,1,55,42,7,95
1,94,31,0,2,1,5,2,0,58,18,29,96
3,94,70,11,3,2,0,0,1,85,20,40,97
5,94,1,12,5,3,3,1,0,89,32,2,98
6,94,65,2,6,4,4,3,0,90,33,45,99
8,94,3,5,4,5,2,0,1,96,36,72,100
9,94,35,7,0,6,5,1,0,97,1,94,0
2,94,46,10,2,7,5,4,0,4,5,43,1
4,94,8,13,3,8,3,4,0,5,7,55,2
1,94,23,3,0,9,4,3,1,26,8,86,3
8,94,44,6,1,10,5,4,0,38,10,95,4
6,94,57,8,4,11,0,0,1,23,19,99,5
4,94,15,9,1,12,2,3,1,91,22,59,6
3,94,29,4,4,13,1,4,1,92,38,74,7
6,94,32,1,5,14,5,1,0,95,0,34,8
6,94,56,14,0,15,2,3,0,99,2,62,9
9,94,64,15,1,16,1,3,1,44,3,80,10
2,94,67,14,1,17,1,2,1,45,6,13,11
9,94,36,9,0,18,0,2,1,46,9,75,12
9,94,61,14,3,19,3,0,0,47,11,25,13
3,94,71,3,5,20,0,0,1,48,14,89,14
6,94,20,6,6,21,2,0,0,74,15,20,15
5,94,27,11,0,22,1,0,0,39,16,8,16
7,94,2,1,4,23,3,1,0,9,17,83,17
2,94,37,0,4,24,2,3,1,10,21,71,18
4,94,11,14,2,25,4,4,1,11,25,78,19
9,94,19,2,1,26,2,3,1,3,28,33,20
2,94,21,12,0,27,1,1,1,11,29,81,21
5,94,39,7,6,28,3,3,0,14,31,92,22
5,94,12,11,0,29,4,2,1,15,35,54,23
5,94,7,3,1,30,0,3,0,16,37,56,24
8,94,24,7,1,31,4,0,0,18,39,82,25
4,94,33,13,4,32,3,0,0,77,43,21,26
1,94,54,3,3,33,3,3,1,12,4,47,27
9,94,13,8,1,34,4,3,1,13,12,51,28
7,94,22,7,4,35,2,3,1,21,13,68,29
2,94,25,2,2,36,1,1,1,25,24,19,30
7,94,30,8,4,37,2,0,0,37,26,46,31
5,94,18,10,0,38,3,0,1,42,30,65,32
6,94,10,5,5,39,0,1,1,79,40,26,33
