# ACTS Test Suite Generation: Thu Jul 22 15:09:57 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 16
# Maximum number of values per parameter: 200
# Number of configurations: 20015
a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
2,4,2,3,1,167,0,0,0,25,1,61,58,0,0,2
2,0,0,2,1,167,1,0,0,22,8,62,23,1,0,3
9,2,2,3,0,167,1,0,1,1,10,63,39,0,1,2
7,10,1,3,0,167,0,1,2,22,7,64,44,1,0,1
4,0,2,3,0,167,0,1,0,10,3,65,23,1,1,2
5,9,1,0,0,167,0,1,2,26,3,66,27,0,1,0
8,11,0,2,1,167,1,0,1,27,5,67,29,0,0,0
5,7,2,0,1,167,0,1,1,9,10,68,10,0,1,3
4,10,2,2,0,167,0,1,0,7,10,69,13,1,1,2
7,0,2,0,0,167,1,0,1,17,11,70,17,0,1,3
6,1,0,1,0,167,1,1,1,12,6,71,39,1,0,3
1,9,1,1,0,167,1,0,0,15,10,72,24,0,0,2
4,6,1,0,1,167,0,1,2,10,8,73,11,1,0,0
3,1,0,2,1,167,0,1,2,9,9,74,50,1,1,1
3,6,1,0,1,167,1,0,0,16,9,75,18,0,0,2
3,4,0,3,0,167,1,1,2,15,8,76,34,0,0,3
7,6,2,2,0,167,1,0,2,4,5,77,31,1,0,2
8,9,0,1,1,167,0,0,0,4,4,78,35,1,1,1
7,1,0,0,1,167,1,0,1,26,2,79,11,1,0,1
7,9,1,0,1,167,0,1,2,28,10,80,44,0,0,0
1,1,0,0,0,167,0,1,0,19,5,81,22,0,0,2
6,10,1,1,1,167,1,0,1,20,6,82,16,0,0,1
1,2,1,3,1,167,1,0,0,30,6,83,34,0,0,2
2,11,2,0,1,167,0,1,2,9,0,84,58,0,1,2
3,7,1,0,1,167,0,1,0,10,3,85,33,1,1,2
4,10,1,1,1,167,1,1,2,29,3,86,29,1,1,2
3,1,1,2,0,167,0,1,2,8,6,87,23,1,0,1
6,9,0,2,0,167,0,1,0,20,7,88,41,1,0,3
9,10,0,1,0,167,1,0,2,21,1,89,18,0,0,3
3,2,2,3,1,167,1,0,0,31,9,90,7,1,0,0
1,10,0,0,0,167,1,0,0,27,0,91,55,0,0,0
2,8,2,0,0,167,0,0,2,28,1,92,25,1,1,0
4,5,1,1,0,167,0,1,1,11,10,93,58,1,0,0
7,3,2,1,0,167,0,1,2,8,11,94,14,1,1,2
3,4,2,0,1,167,0,1,0,24,4,95,14,0,1,0
9,8,0,0,1,167,0,1,0,19,11,96,44,1,0,1
1,7,2,2,1,167,0,0,0,29,8,97,50,1,1,1
2,11,1,2,0,167,0,0,0,3,8,98,34,0,0,2
7,8,0,2,1,167,1,1,0,27,5,99,50,1,0,1
9,10,2,3,1,168,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,168,0,1,2,25,9,1,6,0,1,1
6,0,1,0,1,168,0,0,0,26,10,2,7,1,1,2
7,4,1,1,1,168,0,0,0,28,11,3,8,1,0,0
8,5,2,3,1,168,0,1,1,30,0,4,9,1,1,0
1,6,2,3,1,168,1,0,1,1,3,5,10,1,1,1
4,8,0,1,0,168,0,0,1,2,5,6,11,1,0,1
5,9,2,1,0,168,1,0,1,3,7,7,12,0,0,2
3,2,0,0,1,168,1,1,1,4,8,8,13,0,0,3
5,3,0,0,0,168,1,0,2,9,1,9,14,0,1,3
3,7,1,3,0,168,1,0,0,12,2,10,15,1,0,3
1,1,1,2,0,168,1,1,2,13,4,11,16,1,0,1
2,6,1,3,0,168,0,1,2,14,11,12,17,0,0,1
9,3,0,0,0,168,0,0,1,15,2,13,18,0,1,1
4,9,1,1,0,168,0,1,1,16,5,14,19,1,0,1
8,1,1,0,1,168,1,1,2,17,11,15,20,1,0,0
6,9,2,1,0,168,0,0,0,18,5,16,21,1,1,2
7,0,0,2,0,168,0,1,0,19,2,17,22,0,0,3
6,1,1,0,0,168,1,1,1,20,6,18,23,0,0,1
7,4,0,0,1,168,0,1,1,21,0,19,24,0,0,3
3,1,1,0,0,168,1,0,1,23,4,20,25,0,1,3
7,0,1,1,0,168,0,0,1,27,7,21,26,0,1,1
1,2,1,0,0,168,1,1,1,29,1,22,27,0,1,0
4,3,0,3,1,168,0,0,2,31,5,23,28,1,0,3
8,4,0,0,1,168,0,0,0,5,5,24,29,1,0,3
7,7,0,3,0,168,0,0,2,6,10,25,30,1,0,1
8,5,2,3,1,168,1,1,0,7,11,26,31,0,0,2
9,4,1,0,0,168,0,1,1,8,2,27,32,1,0,2
4,11,0,0,0,168,0,0,0,10,6,28,33,1,0,0
1,8,0,1,1,168,1,1,1,11,8,29,34,1,0,2
5,4,0,0,1,168,1,0,2,22,10,30,35,0,0,2
6,6,1,2,1,168,1,1,2,15,3,31,36,1,1,2
6,2,0,1,0,168,1,1,2,20,10,32,37,1,1,0
1,5,1,3,0,168,0,1,2,12,7,33,38,0,1,0
8,4,1,3,1,168,1,1,2,8,2,34,39,1,1,2
8,8,1,3,0,168,1,1,0,28,0,35,41,0,1,1
7,11,0,3,0,168,0,0,0,31,0,36,43,0,0,1
6,1,2,0,0,168,0,0,0,11,3,37,44,0,0,3
7,8,0,1,0,168,1,1,1,30,0,38,46,0,1,3
2,3,1,0,0,168,1,0,2,30,4,39,50,0,1,2
3,2,2,0,1,168,0,0,2,17,6,40,51,0,0,0
7,9,0,2,1,168,0,0,0,29,3,41,55,0,0,1
1,7,0,3,0,168,1,0,2,3,4,42,58,1,0,1
2,7,1,2,1,168,1,0,1,12,4,43,63,0,0,0
9,3,2,1,1,168,1,1,1,23,0,44,1,0,0,1
9,1,0,0,1,168,1,0,0,31,8,45,2,1,1,3
2,7,0,0,1,168,0,1,1,16,4,46,3,1,0,0
1,7,2,1,1,168,1,0,2,17,5,47,4,0,0,3
3,2,2,1,0,168,0,0,0,22,2,48,15,0,1,0
3,2,2,1,1,168,1,1,2,2,3,49,25,1,1,0
8,2,2,1,0,168,0,0,2,23,5,50,50,0,1,3
6,10,0,2,0,168,1,1,0,9,3,51,14,0,1,1
8,4,2,1,1,168,1,0,0,22,2,52,7,0,0,0
2,5,2,1,1,168,0,1,1,2,3,53,27,1,1,0
8,2,2,1,1,168,1,1,1,13,4,54,12,0,0,2
6,7,2,0,1,168,0,1,0,19,10,55,39,1,1,1
4,11,1,1,0,168,0,0,1,23,2,56,25,0,0,2
2,0,2,1,1,168,0,1,0,15,3,57,28,0,1,2
4,3,1,0,0,168,1,1,0,29,0,58,46,1,1,3
4,11,0,1,1,168,0,1,2,25,9,59,38,1,1,0
3,3,2,3,1,168,1,1,2,11,8,60,14,0,1,2
8,3,0,1,1,168,1,0,2,17,9,61,20,0,0,2
5,9,0,0,0,168,1,0,0,8,9,62,46,0,1,3
6,7,2,0,0,168,0,1,0,5,8,63,19,0,1,3
8,9,0,2,0,168,1,0,1,22,1,64,4,0,1,0
4,1,1,2,0,168,0,1,2,17,8,65,29,0,1,0
6,2,1,3,0,168,0,1,2,9,9,66,18,1,1,0
5,6,1,1,1,168,1,0,0,15,9,67,43,0,1,1
8,9,1,0,0,168,0,1,1,5,3,68,7,0,0,0
4,7,1,3,1,168,1,0,1,31,9,69,21,0,0,1
4,0,2,1,1,168,1,0,1,29,7,70,22,1,1,1
1,0,0,1,1,168,0,1,0,15,1,71,38,0,0,3
6,0,2,0,1,168,1,0,0,11,11,72,8,1,1,3
9,6,1,2,0,168,1,1,2,7,7,73,8,0,0,2
2,9,0,3,1,168,0,0,0,14,2,74,1,1,1,2
1,5,1,2,0,168,1,1,1,12,2,75,26,1,0,0
1,2,0,0,0,168,0,1,0,28,4,76,8,1,1,3
5,0,2,2,1,168,0,0,2,15,1,77,9,1,0,1
7,8,0,2,1,168,0,1,2,28,8,78,51,1,0,1
6,4,2,1,0,168,1,0,1,3,4,79,5,0,1,2
3,8,2,3,1,168,1,1,0,4,7,80,12,1,0,0
2,8,2,0,0,168,0,0,1,18,3,81,43,0,0,0
7,1,0,0,0,168,1,1,2,8,1,82,23,1,1,2
3,7,2,3,1,168,0,1,2,14,4,83,28,1,1,1
2,9,2,2,1,168,0,0,0,3,1,84,43,0,1,2
6,6,1,0,1,168,1,0,2,28,9,85,29,1,0,1
1,11,0,3,1,168,1,0,2,9,10,86,31,0,1,2
7,8,0,0,1,168,1,0,2,12,8,87,3,1,0,0
8,11,1,2,1,168,1,0,0,14,5,88,41,0,1,0
2,3,1,0,0,168,0,1,1,15,4,89,27,0,1,3
7,7,0,1,1,168,1,0,2,29,11,90,21,1,1,3
5,9,2,0,0,168,1,1,1,31,6,91,19,1,1,3
4,9,2,0,1,168,1,1,1,1,4,92,18,0,0,3
9,3,1,3,0,168,1,0,0,6,0,93,12,0,1,1
7,2,1,2,1,168,1,0,2,31,2,94,46,0,0,1
1,0,0,1,0,168,1,1,0,26,9,95,20,0,1,3
4,1,0,1,0,168,1,1,2,24,8,96,20,1,0,1
4,6,0,1,0,168,0,0,0,1,5,97,9,1,0,1
1,9,1,3,1,168,1,1,1,16,5,98,41,0,1,3
1,2,1,3,1,168,1,1,2,12,0,99,19,1,0,1
9,4,2,3,1,169,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,169,0,1,2,25,9,1,6,0,1,1
6,11,1,0,1,169,0,0,0,26,10,2,7,0,0,2
7,0,2,1,0,169,0,0,2,28,11,3,8,1,0,0
8,2,2,0,0,169,1,1,1,30,0,4,9,0,0,2
1,3,2,0,0,169,1,0,2,1,3,5,10,1,0,0
4,5,2,1,0,169,0,0,0,2,5,6,11,1,1,1
5,6,2,1,1,169,1,1,1,3,7,7,12,1,1,2
3,8,1,3,1,169,0,0,1,4,8,8,13,1,1,1
5,9,0,1,0,169,1,1,2,9,1,9,14,1,1,1
1,1,2,3,0,169,1,0,0,12,2,10,15,1,0,3
5,7,0,1,0,169,0,0,0,13,4,11,16,1,0,2
5,2,0,2,1,169,1,0,1,14,9,12,17,0,0,1
3,4,1,3,0,169,0,0,2,15,4,13,18,0,1,2
5,11,1,2,0,169,0,0,0,16,8,14,19,0,1,0
5,4,0,1,0,169,1,0,1,17,2,15,20,0,1,2
1,1,0,3,0,169,1,0,0,18,9,16,21,1,1,2
1,11,2,2,0,169,0,0,0,19,11,17,22,1,0,2
8,3,2,2,1,169,1,0,2,20,11,18,23,0,0,0
2,0,0,0,1,169,0,0,2,21,9,19,24,1,1,1
7,8,2,0,1,169,0,1,0,23,5,20,25,1,1,3
5,10,0,1,1,169,1,1,2,27,6,21,26,1,0,3
3,1,1,3,1,169,1,1,0,29,11,22,27,1,1,0
1,8,1,0,0,169,1,0,1,31,9,23,28,0,0,3
8,7,1,2,1,169,1,0,0,5,11,24,29,0,1,3
4,9,1,3,0,169,0,0,1,6,3,25,30,0,0,2
2,3,2,0,0,169,1,0,1,7,2,26,31,1,0,2
7,4,1,2,0,169,1,1,0,8,2,27,32,0,0,3
7,7,2,1,0,169,0,0,2,10,9,28,33,1,0,0
2,3,1,0,1,169,0,0,1,11,6,29,34,0,0,0
7,3,2,2,0,169,1,1,2,22,5,30,35,0,0,0
1,8,2,3,1,169,1,1,2,7,9,31,36,1,0,2
3,7,1,3,0,169,0,0,0,9,0,32,37,0,1,1
8,7,0,1,1,169,1,0,0,25,0,33,38,0,1,2
4,4,0,3,1,169,1,0,1,28,1,34,39,1,1,2
1,5,2,0,0,169,1,0,0,13,4,35,41,1,0,3
6,3,2,0,0,169,1,0,2,5,1,36,43,1,1,2
3,8,2,3,1,169,0,1,0,25,7,37,44,0,0,1
8,5,2,1,0,169,1,1,0,26,5,38,46,0,1,2
3,5,2,1,0,169,0,1,2,9,4,39,50,0,0,0
7,3,0,0,0,169,0,1,0,17,3,40,51,1,1,0
6,4,1,2,1,169,0,1,0,2,11,41,55,1,0,0
3,7,1,3,1,169,1,0,1,16,1,42,58,0,0,1
1,2,1,0,1,169,1,0,1,27,10,43,63,1,1,2
7,0,2,0,0,169,1,1,1,3,0,44,1,0,0,0
5,9,1,0,0,169,0,1,1,11,9,45,2,1,1,2
5,10,1,0,0,169,0,1,0,24,8,46,3,0,1,3
2,4,0,1,0,169,0,0,0,11,3,47,4,0,0,2
5,0,1,3,1,169,1,0,1,9,0,48,58,0,1,2
9,6,0,0,0,169,0,1,1,15,9,49,6,0,0,2
2,1,1,3,1,169,1,1,0,25,7,50,44,0,0,3
3,9,1,3,1,169,0,0,0,16,7,51,12,1,1,3
9,0,0,3,0,169,0,0,0,12,5,52,11,0,1,0
2,1,1,3,1,169,0,0,1,14,3,53,58,1,1,1
6,7,1,1,1,169,0,0,2,14,5,54,38,1,1,1
3,1,2,2,1,169,1,0,0,28,0,55,46,0,0,2
6,10,2,3,1,169,1,0,2,13,1,56,41,0,0,2
9,0,0,0,0,169,1,1,1,10,9,57,19,0,0,0
2,5,0,0,1,169,0,0,0,16,11,58,25,1,0,2
7,10,2,0,0,169,1,0,2,5,4,59,28,0,0,2
4,4,2,2,0,169,0,0,0,16,8,60,20,1,0,1
4,9,1,1,1,169,0,0,2,15,4,61,31,0,1,0
1,0,1,2,0,169,0,1,0,4,1,62,26,1,1,3
1,3,2,0,0,169,1,1,1,8,3,63,29,0,0,0
5,9,1,2,0,169,0,1,0,16,6,64,30,0,1,1
1,11,0,0,1,169,1,1,2,24,8,65,58,0,0,2
3,3,1,1,1,169,1,1,0,11,0,66,19,0,0,2
2,8,0,2,1,169,0,1,2,17,1,67,30,0,1,0
1,2,1,3,0,169,0,0,1,12,6,68,25,0,1,2
9,5,2,1,1,169,0,0,0,13,4,69,38,0,0,2
9,7,2,2,1,169,0,0,2,12,0,70,30,1,1,0
5,4,2,2,1,169,0,0,1,16,8,71,16,1,0,0
6,8,1,3,1,169,0,1,1,23,5,72,41,0,0,0
2,11,0,0,1,169,0,1,1,20,11,73,20,1,0,2
3,8,1,1,0,169,1,1,1,5,2,74,8,1,1,2
4,9,1,0,1,169,1,0,2,19,3,75,6,1,0,0
4,2,2,1,1,169,1,1,1,30,4,76,2,0,1,0
3,7,1,1,1,169,0,0,1,5,6,77,32,0,1,0
5,5,1,1,1,169,0,1,0,9,7,78,17,1,1,1
7,6,2,2,0,169,1,1,1,27,3,79,22,1,0,2
2,6,0,1,0,169,1,0,1,28,10,80,15,0,1,3
4,4,0,3,1,169,1,0,0,31,11,81,15,1,0,0
6,6,0,2,1,169,1,1,0,23,8,82,24,0,0,3
4,10,0,3,0,169,0,1,1,25,1,83,22,1,1,0
6,0,0,1,1,169,0,0,0,12,0,84,39,1,1,3
3,9,0,3,1,169,1,0,0,10,10,85,9,1,1,1
5,2,2,2,0,169,1,0,2,30,1,86,34,0,0,0
3,10,1,1,1,169,1,1,0,4,5,87,2,1,1,1
6,0,0,0,1,169,1,1,1,24,3,88,24,1,1,2
4,1,2,3,0,169,1,0,2,27,11,89,26,0,1,2
3,2,1,1,1,169,1,1,1,17,2,90,34,1,0,0
4,6,0,0,1,169,1,0,2,14,7,91,4,0,1,2
3,6,2,2,0,169,0,1,1,28,6,92,58,1,0,0
6,2,0,1,0,169,0,1,0,20,10,93,13,0,1,1
8,10,1,2,0,169,1,1,1,23,1,94,17,1,0,2
7,0,1,1,1,169,0,1,0,28,9,95,25,0,0,1
9,0,0,1,0,169,1,1,0,3,10,96,28,1,0,1
6,5,2,0,1,169,0,0,2,22,0,97,17,1,0,1
9,5,2,0,0,169,1,0,2,30,11,98,38,1,1,0
5,7,2,0,0,169,0,1,1,12,7,99,1,1,1,0
9,10,2,3,1,170,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,170,0,1,2,25,9,1,6,0,1,1
6,0,1,0,1,170,0,0,0,26,10,2,7,0,1,2
7,4,2,1,0,170,1,1,0,28,11,3,8,1,0,0
8,5,2,0,0,170,1,0,1,30,0,4,9,1,1,2
1,6,1,1,0,170,1,0,2,1,3,5,10,1,0,2
4,8,2,1,1,170,1,0,1,2,5,6,11,0,0,2
5,9,1,3,1,170,0,1,2,3,7,7,12,0,1,1
3,2,2,0,0,170,1,1,2,4,8,8,13,1,0,1
9,3,2,3,0,170,1,0,1,9,1,9,14,1,0,3
2,7,2,2,1,170,1,0,1,12,2,10,15,0,0,2
7,1,1,0,0,170,1,0,1,13,4,11,16,1,1,2
1,11,0,0,0,170,0,1,2,14,7,12,17,0,0,2
7,5,1,3,1,170,1,1,2,15,11,13,18,0,1,1
6,9,1,2,0,170,1,1,0,16,10,14,19,1,0,3
9,4,2,3,1,170,1,0,0,17,4,15,20,0,0,0
9,3,0,1,1,170,1,1,2,18,2,16,21,1,0,3
1,8,0,2,0,170,1,0,2,19,2,17,22,0,1,2
7,0,0,2,0,170,1,1,1,20,3,18,23,0,0,1
1,8,0,2,1,170,1,0,0,21,11,19,24,1,0,0
9,4,0,3,1,170,1,1,0,23,1,20,25,0,0,2
9,2,1,3,1,170,0,0,2,27,9,21,26,0,1,0
8,7,1,2,0,170,0,1,2,29,10,22,27,1,0,2
7,1,1,0,0,170,1,0,0,31,10,23,28,1,1,1
9,2,1,3,1,170,0,0,1,5,9,24,29,0,1,2
4,1,2,1,1,170,0,1,2,6,1,25,30,0,1,3
1,7,1,3,0,170,1,1,0,7,11,26,31,0,1,3
5,0,1,3,0,170,0,1,2,8,6,27,32,0,0,2
8,11,2,3,0,170,1,1,1,10,5,28,33,0,1,2
5,4,1,2,1,170,0,0,0,11,7,29,34,1,1,2
9,6,2,2,0,170,1,1,2,22,4,30,35,0,0,0
5,6,2,3,1,170,0,0,0,1,3,31,36,0,1,1
6,4,1,0,0,170,0,1,0,11,5,32,37,1,1,0
9,10,1,2,0,170,1,1,0,27,2,33,38,0,0,1
9,4,0,0,0,170,0,1,1,13,11,34,39,0,0,2
1,5,1,1,0,170,1,0,2,24,9,35,41,1,1,0
4,9,0,0,0,170,1,1,2,24,9,36,43,0,1,3
6,7,2,3,0,170,1,1,0,11,3,37,44,1,1,2
2,5,0,2,0,170,0,0,0,10,0,38,46,1,1,2
6,5,2,0,0,170,1,1,2,3,0,39,50,0,0,2
4,11,0,3,0,170,1,0,0,10,5,40,51,0,1,3
1,7,1,0,0,170,0,0,0,4,3,41,55,1,1,3
4,8,2,2,1,170,1,1,1,21,0,42,58,0,1,2
8,8,0,2,0,170,0,1,0,30,10,43,63,1,0,0
6,7,1,0,1,170,0,0,2,7,1,44,1,1,0,3
9,1,1,0,0,170,0,1,2,25,0,45,2,1,0,0
7,11,2,0,1,170,1,1,1,18,11,46,3,1,0,1
7,8,2,1,1,170,0,0,0,25,10,47,4,0,0,1
7,4,2,2,1,170,1,0,1,7,8,48,21,1,1,2
4,7,0,2,1,170,1,0,2,7,5,49,30,1,0,3
6,0,0,2,1,170,0,0,0,24,4,50,63,1,0,1
3,7,0,2,0,170,1,1,2,23,9,51,28,1,1,2
1,10,0,0,0,170,1,1,0,19,0,52,9,1,0,3
4,7,2,3,1,170,0,1,2,12,1,53,29,1,1,1
6,5,1,0,1,170,1,0,2,31,5,54,14,1,1,1
2,11,1,3,1,170,0,1,2,6,4,55,1,1,0,1
5,2,2,2,0,170,1,1,2,16,0,56,13,1,1,0
1,9,0,3,1,170,0,1,1,23,3,57,26,1,0,2
9,7,1,3,1,170,1,0,2,5,9,58,21,1,0,2
4,4,1,1,1,170,0,0,1,9,10,59,58,0,1,3
3,2,1,0,0,170,1,1,1,31,11,60,34,0,1,3
6,8,1,0,0,170,0,1,2,8,3,61,23,1,0,0
3,6,1,1,0,170,1,0,0,21,6,62,58,1,0,1
3,9,0,0,1,170,1,0,0,30,7,63,23,0,0,1
5,0,1,0,1,170,0,0,2,27,5,64,13,0,1,1
4,7,0,3,0,170,1,1,0,17,1,65,36,1,1,0
6,0,0,3,0,170,1,1,2,11,3,66,43,0,0,1
2,4,1,1,1,170,1,0,1,29,9,67,12,0,1,0
4,7,1,2,1,170,1,0,2,6,6,68,4,1,1,0
3,5,2,1,0,170,1,0,2,6,2,69,39,1,1,0
7,2,2,0,0,170,1,0,0,3,7,70,3,0,1,3
4,11,2,0,0,170,1,0,0,3,0,71,20,0,0,1
1,6,0,0,0,170,1,0,1,4,1,72,13,0,1,3
5,6,2,2,1,170,0,0,1,13,1,73,39,1,0,3
4,3,2,1,1,170,0,0,0,25,4,74,50,0,1,2
6,8,1,0,0,170,1,1,1,16,6,75,6,1,0,3
2,3,1,0,0,170,1,0,2,12,6,76,5,0,1,2
6,11,1,3,0,170,1,0,1,13,3,77,11,1,1,3
4,10,0,2,1,170,1,0,0,22,2,78,43,1,0,3
8,8,1,2,1,170,1,0,0,15,1,79,12,0,0,1
4,11,2,2,1,170,1,1,1,2,1,80,5,1,0,2
4,0,0,1,0,170,1,0,0,25,0,81,30,0,0,2
8,2,1,2,1,170,0,1,1,20,6,82,29,0,1,3
5,2,1,1,1,170,1,1,1,8,5,83,33,1,1,0
7,3,2,2,1,170,1,0,2,13,9,84,29,1,1,1
4,0,0,2,0,170,0,0,2,13,8,85,29,0,1,0
4,4,0,2,0,170,0,0,1,28,4,86,1,1,0,3
1,4,2,2,0,170,0,1,1,25,7,87,34,0,0,0
7,3,1,2,1,170,0,1,2,4,3,88,46,0,0,0
4,2,0,2,1,170,0,0,0,15,8,89,22,1,1,3
2,6,2,0,1,170,1,1,1,24,2,90,50,1,0,1
2,3,1,1,0,170,1,0,1,23,1,91,58,1,1,1
1,3,2,1,1,170,1,0,2,29,1,92,35,1,1,2
6,4,2,2,0,170,0,1,1,22,7,93,9,1,0,0
6,5,0,0,1,170,0,1,1,14,0,94,46,0,1,3
9,2,1,1,0,170,1,0,1,1,8,95,26,1,1,1
8,5,1,0,0,170,0,0,1,6,4,96,8,0,0,2
9,3,1,2,0,170,0,0,0,10,2,97,25,1,0,0
5,11,2,1,1,170,0,0,1,4,10,98,43,0,0,3
8,5,0,0,1,170,1,1,1,26,9,99,37,0,0,2
9,4,2,3,1,171,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,171,0,1,2,25,9,1,6,0,1,1
6,11,1,0,0,171,0,0,0,26,10,2,7,0,1,2
7,0,1,1,0,171,0,1,0,28,11,3,8,0,0,0
8,2,1,2,0,171,1,0,2,30,0,4,9,1,0,0
1,3,2,2,1,171,0,1,1,1,3,5,10,0,0,2
4,5,1,3,0,171,1,1,0,2,5,6,11,1,1,3
5,6,0,1,1,171,0,1,2,3,7,7,12,0,0,1
3,8,0,1,0,171,1,1,1,4,8,8,13,0,0,3
4,9,1,2,1,171,1,1,0,9,1,9,14,0,0,3
4,1,2,2,1,171,0,0,0,12,2,10,15,1,1,1
2,7,1,0,1,171,1,1,1,13,4,11,16,0,1,2
6,3,1,3,1,171,0,0,2,14,0,12,17,1,1,3
2,2,2,2,0,171,0,0,1,15,5,13,18,1,0,3
4,11,2,1,1,171,0,1,2,16,9,14,19,0,0,2
8,7,1,1,1,171,1,0,0,17,4,15,20,1,0,0
1,7,2,3,0,171,1,0,1,18,4,16,21,0,1,1
3,6,1,3,1,171,1,1,1,19,6,17,22,0,1,3
7,9,0,2,1,171,0,0,0,20,4,18,23,0,1,3
9,10,0,0,0,171,1,1,2,21,8,19,24,0,1,2
9,1,0,2,0,171,0,0,2,23,3,20,25,0,1,3
6,1,2,1,0,171,1,0,2,27,2,21,26,0,1,2
5,0,2,2,0,171,0,1,1,29,6,22,27,1,0,2
8,0,2,3,1,171,0,0,1,31,0,23,28,1,1,3
9,6,1,1,1,171,1,0,0,5,4,24,29,0,0,1
2,8,2,3,0,171,0,1,1,6,2,25,30,1,1,0
1,2,1,2,0,171,0,1,2,7,7,26,31,1,1,1
4,1,1,3,1,171,0,0,1,8,5,27,32,0,1,1
3,8,0,2,0,171,1,0,1,10,3,28,33,1,0,1
3,1,0,0,1,171,0,0,0,11,1,29,34,1,0,2
1,1,1,2,1,171,1,1,1,22,3,30,35,1,1,3
8,1,2,0,1,171,0,1,2,3,3,31,36,1,0,0
6,10,2,1,1,171,0,1,0,18,2,32,37,1,0,1
8,2,0,0,1,171,1,1,1,8,8,33,38,0,0,2
4,1,0,3,1,171,1,1,1,18,1,34,39,1,0,1
4,6,1,0,0,171,0,1,0,13,1,35,41,1,1,3
9,11,2,3,0,171,0,1,0,13,7,36,43,0,1,2
9,9,2,0,0,171,1,0,2,3,3,37,44,1,1,1
4,11,0,1,1,171,0,1,1,11,1,38,46,0,1,1
7,11,0,3,1,171,0,1,1,10,7,39,50,0,1,1
1,4,1,0,0,171,1,1,0,1,4,40,51,0,1,3
6,7,1,1,1,171,1,0,0,16,1,41,55,0,0,2
8,1,1,1,0,171,0,0,2,10,0,42,58,0,1,3
7,10,1,2,0,171,0,1,0,16,9,43,63,1,0,2
8,5,2,0,1,171,0,0,1,5,0,44,1,1,0,2
9,3,2,3,0,171,0,1,0,4,3,45,2,1,1,2
2,0,0,0,0,171,1,0,2,29,9,46,3,0,1,1
5,7,2,3,1,171,0,1,2,16,11,47,4,0,0,3
6,7,2,1,0,171,0,1,2,22,8,48,21,1,1,2
6,11,1,3,0,171,0,1,2,25,9,49,10,0,1,0
4,11,1,1,0,171,1,0,0,5,0,50,41,1,0,3
9,0,1,1,0,171,1,1,2,27,2,51,29,1,1,3
1,2,1,0,0,171,1,1,2,5,6,52,4,0,0,3
1,6,1,3,0,171,0,1,0,17,0,53,28,1,0,3
9,5,1,2,1,171,1,1,0,21,2,54,33,1,1,0
6,2,1,0,0,171,1,1,2,29,4,55,11,0,1,2
6,9,1,0,1,171,0,0,1,17,0,56,11,1,0,3
6,3,2,0,1,171,0,0,2,25,10,57,41,1,1,0
5,0,2,2,0,171,0,1,2,15,2,58,27,0,1,0
9,11,1,3,0,171,1,0,2,20,0,59,58,0,0,1
1,6,1,2,0,171,0,0,2,24,1,60,55,0,0,2
2,4,1,0,1,171,0,1,1,16,8,61,35,0,1,3
7,0,2,0,1,171,1,0,0,1,1,62,21,0,0,1
4,9,2,0,1,171,0,1,2,13,7,63,15,0,0,1
9,10,0,3,0,171,0,0,1,3,11,64,37,0,1,1
5,0,2,1,1,171,0,1,2,11,1,65,36,0,0,2
4,3,1,2,1,171,1,1,0,23,3,66,17,0,0,1
3,6,2,3,1,171,1,0,2,1,10,67,19,1,1,0
4,10,2,3,0,171,1,0,1,13,6,68,10,1,1,1
9,1,2,0,0,171,0,1,2,15,2,69,33,0,0,0
5,2,0,1,0,171,0,0,1,31,2,70,16,1,1,1
6,11,0,2,0,171,1,0,0,20,2,71,35,0,0,1
2,3,0,2,1,171,0,0,0,13,5,72,44,1,0,0
4,4,2,3,0,171,0,1,2,21,8,73,39,1,1,3
8,3,0,2,0,171,0,0,2,6,0,74,43,1,1,3
1,11,2,1,1,171,0,0,1,8,1,75,11,0,1,3
6,3,0,3,1,171,1,1,2,20,10,76,2,0,1,1
9,10,2,0,0,171,1,1,0,9,9,77,2,1,1,2
1,3,1,0,1,171,0,1,0,3,2,78,1,0,0,3
6,8,1,2,1,171,0,0,0,27,11,79,41,0,0,0
2,6,1,2,0,171,0,0,1,9,6,80,3,1,1,2
3,8,0,0,1,171,1,0,1,3,11,81,31,1,1,2
3,0,0,1,0,171,1,1,0,1,8,82,19,1,0,0
6,7,2,0,0,171,0,1,2,13,2,83,46,0,1,3
7,1,2,1,1,171,0,0,2,3,11,84,13,0,0,1
6,7,1,1,0,171,1,1,0,16,5,85,16,0,1,3
4,10,2,0,1,171,0,0,1,17,11,86,41,0,0,0
9,6,0,2,1,171,1,0,0,9,10,87,35,0,0,0
3,7,2,0,1,171,1,1,0,25,2,88,21,0,1,3
4,7,2,3,0,171,1,1,0,11,0,89,39,1,1,3
9,1,1,3,1,171,1,1,1,7,8,90,55,1,1,2
9,4,2,0,0,171,1,1,1,3,2,91,38,1,0,0
8,11,2,1,0,171,1,0,1,11,1,92,2,0,1,3
2,2,2,0,0,171,1,0,0,10,3,93,7,0,1,1
